source,target,weight
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCV0iizTBoOfdAFX_thfI9BA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCN6qbfPSzFtjhqUDZ3Cv3CQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCFoIAE8k82D6AV-8gjjKaNg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCkd9W714-947dEE6ZOEBATA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCA93ym2TXs_Ibyxb4Vcn-6Q,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCHhHUjaMAZ8SiXdCUCj9DkQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCFxE8GbokBrBsPEKM1xrOjQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC8F2V63KZ4ZEay6opX2hAQw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC8G5cJONY8L9voMyBW8Eoug,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC3XTwHxygNCgjndsg-UiCQA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCTD6q1nyIe3Y7HhqjaMj72w,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC72gBAtyb_VXQlYDcFrh6oQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC2Y_EHWQKevubk4vOEBBFxw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCZLG9qH0tUjNhEGFIUt0CYw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UChgkn5Jt5tWKYMoEOuCjz3Q,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCxff05WuyvwELNITi7bj7UA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCTP3O0rMnc8z8v8jaDQwL0w,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCAmtbUiIrUIhikru0ZoTFig,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCRlCV9zSn7avAWh-9_XFWqQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCpl8rF8uv_8uui-QRvuJaRA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCsUCN0Yq_UyTvKjOJLmNrnQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCjSKM9j0Q7HLDr1hD6D-TUw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UChep9kVb5gQmpodEEl10Xlg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC-pNP6RMFuLg_-x7Ah_0kEA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCDftMWXQoJ6nONfY7GVOVjg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCEgEQmRbtL5fwr9_DqAC--g,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCDQaQv0hr2SS_PO-CMEwVHg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCtNfIBnc5S5DbbQj_yxgJTw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCvApqeCbLod-wejtT4CcVuA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCrJn_rbo_ENAdeqneS-RmRw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCTylKrsqkrBKIqubMu_5N0Q,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCFjudnPLoaSL1BaRuLahyHg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCThW2XNsAaBKme5PUt7n-Zg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCmjppp6ujz3SAnULvP3sZMw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCjmPuazZJzscrwvk0QR9RVw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCr1emrogPKkKTs_WTtx71xg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCzSfZlOVxBSs5ObD25ywxDQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCujPF2nBgsTD62nWE3lcpIg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC4cXueR2bKGFJV0Fk76gwmA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCL1MT278vSaQ83ZDkVWn1gw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCRETAiYdh2dL5ZxB0_N1zDA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCtUR3_CAiE7fCoZHM6cMfyQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCylqlpsh8ENNM1LqgQ1KbxA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC6YSZqL0vEcI-niPKIMUGfw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC3NMzdMYryaw82kPTnsaljg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCsjs5Hp_r86x1xbK6FAeqaA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCp4iw5_5SmV9VGTFSNVGOmQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCKDR0f2fu2UzWL8mBv5-BHw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC6PvO1_k5lHKGdAPo5_C6TA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCFUuDARXdmmIrLppEqf-rFg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC5bG9nc_JV3FsNP2KseQiYw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC1vr9aaMI2crB0NvwFHUeoQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCLggDc_a5HriXv7I1h02sOA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCDUffaruH6dyUnUGwsTKpgg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCDlr1VadSucIZgZ171pRBjQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCySYJU5kUh7X8gVt9la2ISA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCHTGCgY2l-DQJIvlA_cpa_Q,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCNkcuy42zEwddwEcOd_HpnA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC2weSE8rpqkGMOp6StYtVfg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCpsKOkt5iWTbenzeuq7dsmQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCgvw7xIdGFupzpt1Y_BFkEA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC650pRT-OYzny3GwOH8Cgfw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCl0ekS9Tt0jJGtOEM18S63w,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCXSkL3ejZ8qWYyF_M7s_QKA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCiMythXHsw7eQEMykCdmMUA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCljDbleJul41G1TzOjOZAVA,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCAlzM_N6xBlMYmM8EBzX86Q,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UChZknRmJkeGeQk0-mQuhDOg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCmvOgzmmXbjUthHy-WJ52hQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCNBnKqWf4d-rS4HwJRQljmQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCOh6DaZC_x9HASnlRylEMfw,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UC-jS_kA9w-OmpupXDx156Rg,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCCaYwkkbQGcvFoUmothVdQQ,1
UCZ51R_9Q9C0c8I3pAWhtmjQ,UCXgr7vXlRrsaskPdo097kGA,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCIgoiXdIKJyUGmUoH2Lxdzg,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCbNanjFI51cwGqMAb2rOrBw,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCtiHFjFu7d5v2XxHnKFUYig,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCZjm6U576nX8WOiLhmMR3bw,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCat2qkYvqmtDNEmo2PVuhXw,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UC1WlJfQmaIskYhP4gmWoamw,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCBlm80VQ4YoV3bUJR_XhkaQ,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UC-QOpE7GOxlXcHZ8b7HbQKA,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCVdjCrh4tQoX3haNAZv-n5A,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCPNXmbOBVeC4HS-xemvcPtQ,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCozFYHN0e_-vlQbX3wQGOug,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCQMMuADgqWUOcJpLwHOzC-g,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCrqXyRsg-_hTosURZ-uvoKg,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCGZMgmM92E3njyXNe9-kjAQ,1
UCxhtlxPV8AYWaNNyU6S9H8Q,UCp_dAUfv8i3LW3zWc24dLaQ,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCTTILH6QCIxbTnEWxwRqs1g,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCVhif9eV0f8plICen2DnpKA,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCOY3XpD9qMCRSA8AA8c4CAw,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCc_F88PzGWtA1OPNUEASulA,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCkxdJ_yGN2gghOMo2ybQtXQ,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCZIQnb1fkwe39Iw2TAu-bGA,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCGj2v6Gl5bN8NSrzJMXS-CA,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCcFIBN-rtC3d3hXeuN5TfWw,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCJp3OrVYcBorC94sKwdch_A,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCXVLc8CmAO813ubM-fLvCDw,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCjJf-AJKRFFWtiN-CSwkDmA,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCXO1BBohNWXkK9SBDAG2ySg,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCpsKOkt5iWTbenzeuq7dsmQ,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCxcoDvP-g2_KTZDmVZtvb3w,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCefAH1MbvADWUjE9WVcB9EQ,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCwEe1RKlEv1UpNWmWYfSh4w,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCbrtvygfRT6QXqWDNrOf-cA,2
UCvcu1kR8xMYy_I1Ty-2mV2Q,UC5wuDq3U3vRAhOQI3D7gNdw,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCyW68EGZey4ao_Vf2cR5Ztg,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCOARn3hnfkB7-_Rwa8Hoqcw,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCdQAuWwyC99MB7Y02Umj26Q,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UChT7pzGytNd92Nmvi-zuWog,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCVC2QugcI1G4RvlCiUqd1aQ,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UC_6KbBY1bsYXz9fwFS0eQRg,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCCUmP4PlbwgikVFpYwbtRTg,1
UCvcu1kR8xMYy_I1Ty-2mV2Q,UCnU8wO1OurAmGstDw6VGjgQ,1
UCaKAjTW9MVub_clgr4DRYjQ,UCpe5jW3MIqkgTJ-PgkzvM6Q,1
UCaKAjTW9MVub_clgr4DRYjQ,UCqCrvuoJpC-aVb0f4logQRQ,1
UCaKAjTW9MVub_clgr4DRYjQ,UCDrmf9y9nLgFY5wnA2hTuGA,1
UCaKAjTW9MVub_clgr4DRYjQ,UC-fiZBS5Gp1eCJd9ucgWnCg,1
UCaKAjTW9MVub_clgr4DRYjQ,UCeDNEtI8_a42bZ47wJiJMwQ,1
UCaKAjTW9MVub_clgr4DRYjQ,UCZeIIQrGAedW8tCbKWmGY-A,1
UCaKAjTW9MVub_clgr4DRYjQ,UCwgCc9Jd_gG-uLE_SY-FfPg,1
UCaKAjTW9MVub_clgr4DRYjQ,UCCBYcToQ2dwkd6TJh0FSyDg,1
UCaKAjTW9MVub_clgr4DRYjQ,UCQqlPPUGqAfWjd-FSh_qn7Q,1
UCaKAjTW9MVub_clgr4DRYjQ,UCUoYsrx1oZnCZ0usbBJn4fA,1
UCaKAjTW9MVub_clgr4DRYjQ,UC_LYoGs5C3mbZKZuKuqYCvw,1
UCaKAjTW9MVub_clgr4DRYjQ,UColMq7LmaoY3MT6aIDGrGvA,1
UCaKAjTW9MVub_clgr4DRYjQ,UCRvPToDkkumha7WJAfCDk1A,1
UCaKAjTW9MVub_clgr4DRYjQ,UCu8_3-Wg-YzNyvHYQDEscfw,1
UCaKAjTW9MVub_clgr4DRYjQ,UCylqlpsh8ENNM1LqgQ1KbxA,1
UCaKAjTW9MVub_clgr4DRYjQ,UC32oozucwCF3q8d4m8fyOUg,1
UCaKAjTW9MVub_clgr4DRYjQ,UCV0lM03g5fg5pbPj97-sAtA,1
UCaKAjTW9MVub_clgr4DRYjQ,UCW-JC6lebVmf2P1dmY_L94g,1
UCaKAjTW9MVub_clgr4DRYjQ,UCAKuKvcbfnBD3kF5njNu-IA,1
UCaKAjTW9MVub_clgr4DRYjQ,UC3UVO7pTbeYvZ3ILEyRDskQ,1
UCaKAjTW9MVub_clgr4DRYjQ,UC816IGbFCZinfYS1LRDaaHg,1
UCaKAjTW9MVub_clgr4DRYjQ,UC4Avya4kmR4Q0FrfFdBozSQ,1
UCaKAjTW9MVub_clgr4DRYjQ,UCgJNFj5dnxXpcMvmuhZDPxA,1
UCaKAjTW9MVub_clgr4DRYjQ,UCkVtmkK07b2zaVVNssX4lOg,1
UCaKAjTW9MVub_clgr4DRYjQ,UC1DpqK6vaPEkBOMNvypsKYg,1
UCaKAjTW9MVub_clgr4DRYjQ,UCiC-Jn7wdgyQV4_Urk0DkWQ,1
UCaKAjTW9MVub_clgr4DRYjQ,UCpsKOkt5iWTbenzeuq7dsmQ,1
UCaKAjTW9MVub_clgr4DRYjQ,UCWoAVGVqCn4xtINCMOTM4jg,1
UCaKAjTW9MVub_clgr4DRYjQ,UClqA491Xa5fQcXcJJa-vTWw,1
UCaKAjTW9MVub_clgr4DRYjQ,UCe8JZoYkX5oKUZyivHYdXhw,1
UCaKAjTW9MVub_clgr4DRYjQ,UClhMWQ7XKWywYvbRnuf8QsA,1
UCaKAjTW9MVub_clgr4DRYjQ,UC5hvEnRUzI4Kfvwnyi4QxqQ,1
UCaKAjTW9MVub_clgr4DRYjQ,UCGGHbtfbbe0o68etrOf0qxw,1
UCaKAjTW9MVub_clgr4DRYjQ,UCgQw_Sbq3ugruDUKsq1e0-A,1
UCaKAjTW9MVub_clgr4DRYjQ,UC6Uj1FT5JjDSF8vudvDxPAA,1
UCaKAjTW9MVub_clgr4DRYjQ,UC7dadZG7kkGYnsNu6td0FbA,1
UCaKAjTW9MVub_clgr4DRYjQ,UCsGoJEvb-cFPZ2rWoJcXzEQ,1
UCaKAjTW9MVub_clgr4DRYjQ,UC95PSMouTx2N5CbSq0hIyrQ,1
UCaKAjTW9MVub_clgr4DRYjQ,UCOcUI5XkTYNMSFhZNMIPpGg,1
UCaKAjTW9MVub_clgr4DRYjQ,UCuXmOjxC-htcprLgeVXz6Tg,1
UCaKAjTW9MVub_clgr4DRYjQ,UCHbwIx9pmQuf7i-4_xO2EpA,1
UCaKAjTW9MVub_clgr4DRYjQ,UCwjUvRseNtJoItylIyIez7Q,1
UCaKAjTW9MVub_clgr4DRYjQ,UCW80DaMjQlEUibC98Cot-Dg,1
UCxff05WuyvwELNITi7bj7UA,UCQqetiwzzmRNTM5OWuXarGQ,1
UCxff05WuyvwELNITi7bj7UA,UC9xr9QvIcDvoZNUX5f-jaZw,1
UCxff05WuyvwELNITi7bj7UA,UC-hfX8J5JPJ-dfuakzegMLA,1
UCxff05WuyvwELNITi7bj7UA,UCpIdtvoFHVLGASGB5ySqIEA,1
UCxff05WuyvwELNITi7bj7UA,UCipetjeiWj4CZB6EbyYziZg,1
UCxff05WuyvwELNITi7bj7UA,UCiGRBf2RNF0WRKhRVT7zFoA,1
UCxff05WuyvwELNITi7bj7UA,UCYwpX26TrCxq8TvbKGRYLXA,1
UCxff05WuyvwELNITi7bj7UA,UChs3tU2BcKOT0CezykvAsGw,1
UCxff05WuyvwELNITi7bj7UA,UCDPWkUX3sNNaCx-m1dV4glA,1
UCxff05WuyvwELNITi7bj7UA,UC3qn1yJA5PeW9rkGPatQxiw,1
UCxff05WuyvwELNITi7bj7UA,UCz3gu01bmjNv0DpRq-K3XYg,1
UCxff05WuyvwELNITi7bj7UA,UCXr8_5WtGeipe4haOoQDgyQ,1
UCxff05WuyvwELNITi7bj7UA,UC8r11yOugM2NuRfitQOxLLg,1
UCxff05WuyvwELNITi7bj7UA,UC4wq3DcbfaG6dtCqn8Oyu3w,1
UCxff05WuyvwELNITi7bj7UA,UCwha8rxULYMVtNwZWeSkE1A,1
UCxff05WuyvwELNITi7bj7UA,UCwO2SXr0ggzwg6QWWrr01nQ,1
UCxff05WuyvwELNITi7bj7UA,UCL13XhnRzbGokEkCkEOb0-g,1
UCxff05WuyvwELNITi7bj7UA,UCUIIIPTVDVHAXqhC_5V6lPA,1
UCxff05WuyvwELNITi7bj7UA,UCXXh7yg5KUFIWylTiKVEFKQ,1
UCxff05WuyvwELNITi7bj7UA,UC9vMq1YF-e7C-VO0SHkbUTA,1
UCxff05WuyvwELNITi7bj7UA,UCErZPJpHmLCsXs8ZWkAUupQ,1
UCxff05WuyvwELNITi7bj7UA,UCQgYjVngJRfPHDLGB5X6ZjA,1
UCxff05WuyvwELNITi7bj7UA,UCTwSut16JyAg3mX6LVUNGqA,1
UCxff05WuyvwELNITi7bj7UA,UCj-LL25XJnjxepPKCc3NGog,1
UCxff05WuyvwELNITi7bj7UA,UCYN4wSQ1Sx4_LurxLlW7MPg,1
UCxff05WuyvwELNITi7bj7UA,UCsSXdJct-nsS8DsABoEsaYA,1
UCxff05WuyvwELNITi7bj7UA,UCOS8ViEkccrTZx2w2ccxotA,1
UCxff05WuyvwELNITi7bj7UA,UCwW2OFy95P7ZBkOPxWkpvYg,1
UCxff05WuyvwELNITi7bj7UA,UCi1b_TRQfgO1Z9O2gNGGWNA,1
UCxff05WuyvwELNITi7bj7UA,UC7VUuJr9cGh845CmTvf7TlQ,1
UCxff05WuyvwELNITi7bj7UA,UCplrIQtaPj6au60_f2-mOYw,1
UCxff05WuyvwELNITi7bj7UA,UCSou6a2OuYGSvPjm5psquyA,1
UCxff05WuyvwELNITi7bj7UA,UCsJJAvrVGupdmhOqgtDp8dg,1
UCxff05WuyvwELNITi7bj7UA,UCFhxtoeARHPnXXPcDrOU3Xg,1
UCxff05WuyvwELNITi7bj7UA,UC5H8ASmMC9WrURmzeB4ySog,1
UCxff05WuyvwELNITi7bj7UA,UCGzXwyCzMzGmjmCbH3Hg01Q,1
UCxff05WuyvwELNITi7bj7UA,UCueV9cTyTDwgQSec1x2dYgA,1
UCxff05WuyvwELNITi7bj7UA,UC3MYTqpQqlWBuCB7Th0e0PA,1
UCxff05WuyvwELNITi7bj7UA,UC3E9mAgP7VoAE5mZoAexl5g,1
UCxff05WuyvwELNITi7bj7UA,UCB5p8a5gklc80jJItP6xTHg,1
UCxff05WuyvwELNITi7bj7UA,UCcfdg8crmMJwEuLUsAhV7yg,1
UCxff05WuyvwELNITi7bj7UA,UCQtICyzWmhC5woCtbNgaSmg,1
UCxff05WuyvwELNITi7bj7UA,UCLFdHr9BEbXHkoJopbEPLZw,1
UCxff05WuyvwELNITi7bj7UA,UCQtSFINs1h6GHkpg9o5kMvg,1
UCxff05WuyvwELNITi7bj7UA,UCfM3nrxtTQMY5jFx1v1J4Gg,1
UCxff05WuyvwELNITi7bj7UA,UCV0iizTBoOfdAFX_thfI9BA,1
UCxff05WuyvwELNITi7bj7UA,UCN6qbfPSzFtjhqUDZ3Cv3CQ,1
UCxff05WuyvwELNITi7bj7UA,UCFoIAE8k82D6AV-8gjjKaNg,1
UCxff05WuyvwELNITi7bj7UA,UCkd9W714-947dEE6ZOEBATA,1
UCxff05WuyvwELNITi7bj7UA,UCA93ym2TXs_Ibyxb4Vcn-6Q,1
UCxff05WuyvwELNITi7bj7UA,UCHhHUjaMAZ8SiXdCUCj9DkQ,1
UCxff05WuyvwELNITi7bj7UA,UCFxE8GbokBrBsPEKM1xrOjQ,1
UCxff05WuyvwELNITi7bj7UA,UC8F2V63KZ4ZEay6opX2hAQw,1
UCxff05WuyvwELNITi7bj7UA,UC8G5cJONY8L9voMyBW8Eoug,1
UCxff05WuyvwELNITi7bj7UA,UC3XTwHxygNCgjndsg-UiCQA,1
UCxff05WuyvwELNITi7bj7UA,UCTD6q1nyIe3Y7HhqjaMj72w,1
UCxff05WuyvwELNITi7bj7UA,UC72gBAtyb_VXQlYDcFrh6oQ,1
UCxff05WuyvwELNITi7bj7UA,UC2Y_EHWQKevubk4vOEBBFxw,1
UCxff05WuyvwELNITi7bj7UA,UCZLG9qH0tUjNhEGFIUt0CYw,1
UCxff05WuyvwELNITi7bj7UA,UChgkn5Jt5tWKYMoEOuCjz3Q,1
UCxff05WuyvwELNITi7bj7UA,UCTP3O0rMnc8z8v8jaDQwL0w,1
UCxff05WuyvwELNITi7bj7UA,UCAmtbUiIrUIhikru0ZoTFig,1
UCxff05WuyvwELNITi7bj7UA,UCRlCV9zSn7avAWh-9_XFWqQ,1
UCxff05WuyvwELNITi7bj7UA,UCpl8rF8uv_8uui-QRvuJaRA,1
UCxff05WuyvwELNITi7bj7UA,UCsUCN0Yq_UyTvKjOJLmNrnQ,1
UCxff05WuyvwELNITi7bj7UA,UCjSKM9j0Q7HLDr1hD6D-TUw,1
UCxff05WuyvwELNITi7bj7UA,UChep9kVb5gQmpodEEl10Xlg,1
UCxff05WuyvwELNITi7bj7UA,UC-pNP6RMFuLg_-x7Ah_0kEA,1
UCxff05WuyvwELNITi7bj7UA,UCDftMWXQoJ6nONfY7GVOVjg,1
UCxff05WuyvwELNITi7bj7UA,UCEgEQmRbtL5fwr9_DqAC--g,1
UCxff05WuyvwELNITi7bj7UA,UCDQaQv0hr2SS_PO-CMEwVHg,1
UCxff05WuyvwELNITi7bj7UA,UCtNfIBnc5S5DbbQj_yxgJTw,1
UCxff05WuyvwELNITi7bj7UA,UCvApqeCbLod-wejtT4CcVuA,1
UCxff05WuyvwELNITi7bj7UA,UCrJn_rbo_ENAdeqneS-RmRw,1
UCxff05WuyvwELNITi7bj7UA,UCTylKrsqkrBKIqubMu_5N0Q,1
UCxff05WuyvwELNITi7bj7UA,UCFjudnPLoaSL1BaRuLahyHg,1
UCxff05WuyvwELNITi7bj7UA,UCThW2XNsAaBKme5PUt7n-Zg,1
UCxff05WuyvwELNITi7bj7UA,UCmjppp6ujz3SAnULvP3sZMw,1
UCxff05WuyvwELNITi7bj7UA,UCjmPuazZJzscrwvk0QR9RVw,1
UCxff05WuyvwELNITi7bj7UA,UCr1emrogPKkKTs_WTtx71xg,1
UCxff05WuyvwELNITi7bj7UA,UCzSfZlOVxBSs5ObD25ywxDQ,1
UCxff05WuyvwELNITi7bj7UA,UCujPF2nBgsTD62nWE3lcpIg,1
UCxff05WuyvwELNITi7bj7UA,UC4cXueR2bKGFJV0Fk76gwmA,1
UCxff05WuyvwELNITi7bj7UA,UCL1MT278vSaQ83ZDkVWn1gw,1
UCxff05WuyvwELNITi7bj7UA,UCRETAiYdh2dL5ZxB0_N1zDA,1
UCxff05WuyvwELNITi7bj7UA,UCtUR3_CAiE7fCoZHM6cMfyQ,1
UCxff05WuyvwELNITi7bj7UA,UCylqlpsh8ENNM1LqgQ1KbxA,1
UCxff05WuyvwELNITi7bj7UA,UC6YSZqL0vEcI-niPKIMUGfw,1
UCxff05WuyvwELNITi7bj7UA,UC3NMzdMYryaw82kPTnsaljg,1
UCxff05WuyvwELNITi7bj7UA,UCsjs5Hp_r86x1xbK6FAeqaA,1
UCxff05WuyvwELNITi7bj7UA,UCp4iw5_5SmV9VGTFSNVGOmQ,1
UCxff05WuyvwELNITi7bj7UA,UCKDR0f2fu2UzWL8mBv5-BHw,1
UCxff05WuyvwELNITi7bj7UA,UC6PvO1_k5lHKGdAPo5_C6TA,1
UCxff05WuyvwELNITi7bj7UA,UCFUuDARXdmmIrLppEqf-rFg,1
UCxff05WuyvwELNITi7bj7UA,UC5bG9nc_JV3FsNP2KseQiYw,1
UCxff05WuyvwELNITi7bj7UA,UC1vr9aaMI2crB0NvwFHUeoQ,1
UCxff05WuyvwELNITi7bj7UA,UCLggDc_a5HriXv7I1h02sOA,1
UCxff05WuyvwELNITi7bj7UA,UCDUffaruH6dyUnUGwsTKpgg,1
UCxff05WuyvwELNITi7bj7UA,UCDlr1VadSucIZgZ171pRBjQ,1
UCxff05WuyvwELNITi7bj7UA,UCySYJU5kUh7X8gVt9la2ISA,1
UCxff05WuyvwELNITi7bj7UA,UCHTGCgY2l-DQJIvlA_cpa_Q,1
UCxff05WuyvwELNITi7bj7UA,UCNkcuy42zEwddwEcOd_HpnA,1
UCxff05WuyvwELNITi7bj7UA,UC2weSE8rpqkGMOp6StYtVfg,1
UCxff05WuyvwELNITi7bj7UA,UCpsKOkt5iWTbenzeuq7dsmQ,1
UCxff05WuyvwELNITi7bj7UA,UCgvw7xIdGFupzpt1Y_BFkEA,1
UCxff05WuyvwELNITi7bj7UA,UC650pRT-OYzny3GwOH8Cgfw,1
UCxff05WuyvwELNITi7bj7UA,UCl0ekS9Tt0jJGtOEM18S63w,1
UCxff05WuyvwELNITi7bj7UA,UCXSkL3ejZ8qWYyF_M7s_QKA,1
UCxff05WuyvwELNITi7bj7UA,UCiMythXHsw7eQEMykCdmMUA,1
UCxff05WuyvwELNITi7bj7UA,UCljDbleJul41G1TzOjOZAVA,1
UCxff05WuyvwELNITi7bj7UA,UCAlzM_N6xBlMYmM8EBzX86Q,1
UCxff05WuyvwELNITi7bj7UA,UChZknRmJkeGeQk0-mQuhDOg,1
UCxff05WuyvwELNITi7bj7UA,UCmvOgzmmXbjUthHy-WJ52hQ,1
UCxff05WuyvwELNITi7bj7UA,UCNBnKqWf4d-rS4HwJRQljmQ,1
UCxff05WuyvwELNITi7bj7UA,UCOh6DaZC_x9HASnlRylEMfw,1
UCxff05WuyvwELNITi7bj7UA,UC-jS_kA9w-OmpupXDx156Rg,1
UCxff05WuyvwELNITi7bj7UA,UCCaYwkkbQGcvFoUmothVdQQ,1
UCxff05WuyvwELNITi7bj7UA,UCXgr7vXlRrsaskPdo097kGA,1
UCZLG9qH0tUjNhEGFIUt0CYw,UCQqetiwzzmRNTM5OWuXarGQ,1
UCZLG9qH0tUjNhEGFIUt0CYw,UC9xr9QvIcDvoZNUX5f-jaZw,1
UCZLG9qH0tUjNhEGFIUt0CYw,UC-hfX8J5JPJ-dfuakzegMLA,1
